relative_path,group,type,size,width,height,sha256,path
fishing\fish_ocean\10.png,fishing,png,2797,70,48,9e6f58b004376417445199cd1ec7bc9affe6d7218dd7d9b9a4916bda5b42d9a6,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fish_ocean\10.png
fishing\fish_ocean\11.png,fishing,png,458,19,12,7d33ba9469a4065ba13f7d15fa1b04f74c4dd60176fa6ebe532a222bb6124ac1,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fish_ocean\11.png
fishing\fish_ocean\12.png,fishing,png,890,36,26,27f9b14d8c79ed3891153154a0560f3fd85045ce771eb9b52a86ff2bb296189b,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fish_ocean\12.png
fishing\fish_ocean\13.png,fishing,png,1371,45,31,959a643230309b6fdff7f8815d97c4b156ea11aafd931abf24bb47025c9094bf,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fish_ocean\13.png
fishing\fish_ocean\14.png,fishing,png,1957,63,46,06e312a092a5e5570893b679a36efd3e1df0dfe2fe1c11d8fb075b74c929fb1c,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fish_ocean\14.png
fishing\fish_ocean\15.png,fishing,png,3310,95,60,7d05b71935ce89f3f1d55d8a9483e2efdd7b8f1925b7b8c44952fa179011cb6e,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fish_ocean\15.png
fishing\fish_ocean\2.png,fishing,png,551,23,17,7b7848eb665ed9afd5343a15975edf20c086028c6a0d4884485fb4fad1fe1686,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fish_ocean\2.png
fishing\fish_ocean\3.png,fishing,png,347,16,13,6a33bf507fc70ef3ecb85c4da9fa0965a89980b5919b787445b0105a19a913a9,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fish_ocean\3.png
fishing\fish_ocean\4.png,fishing,png,418,19,12,d46ba325b517d31d31fecd91114b97acb719f6abb322ae4511b6b64ca467d467,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fish_ocean\4.png
fishing\fish_ocean\5.png,fishing,png,535,24,15,c53d17edc798f07b7f015cffe3de8020a304dd1fbe654beb079c28e9619e94ea,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fish_ocean\5.png
fishing\fish_ocean\6.png,fishing,png,631,26,17,d476e8be3545a755c5d880625ecc11fbe40c705987ed01d4d2c5bb255db14864,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fish_ocean\6.png
fishing\fish_ocean\7.png,fishing,png,747,28,21,2a49aaafc2f9623efbed6bc7fecc25d8951a23f7a17bf264bc0ddef95d8f2893,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fish_ocean\7.png
fishing\fish_ocean\8.png,fishing,png,1808,44,30,0f9869e3686016ecd9eb9e931e0d5e2e2d3edc941b595206579ea72581cbf914,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fish_ocean\8.png
fishing\fish_ocean\9.png,fishing,png,913,33,23,f7ae96020a8521e99abb0bb4f89f6100ea82340edc31e37d24b6d6b750fb0b98,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fish_ocean\9.png
fishing\fishHd\albula.png,fishing,png,31962,300,200,18abc7a71e593f07c0cb1eeb0915358f836bdc1609a6eb15e88d9c239d3089ad,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fishHd\albula.png
fishing\fishHd\ancient_gyneria.png,fishing,png,41422,300,200,ec85da9f8e816ea02c3cabab6aa7c1f12d1ce0629366f26da7ab0c145cc18ab2,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fishHd\ancient_gyneria.png
fishing\fishHd\barracuda.png,fishing,png,22676,300,200,6fb0c397571dac72db3cf3c7813d5712bbb27ff51c0f863145e22ec3695580bd,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fishHd\barracuda.png
fishing\fishHd\bream_leshch.png,fishing,png,51394,415,250,1a75e806399521c5d557205f45022eb9175477552ed724b1f183f30d6f6ca1c5,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fishHd\bream_leshch.png
fishing\fishHd\common_snook.png,fishing,png,71312,415,250,56f593b0f72384572f08b087a3acd7b5989007c1a31292832d654009936ff697,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fishHd\common_snook.png
fishing\fishHd\golavl.png,fishing,png,34016,300,200,bdeffd1ced43328f02bfda759428cff95259759d7f7e1202b2612fd89c3e53e8,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fishHd\golavl.png
fishing\fishHd\korichnevy_som.png,fishing,png,39244,300,200,eb9e1f88465df6b64b2998b36ba6cbee6c5cad19321043a07759db146ffdbb17,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fishHd\korichnevy_som.png
fishing\fishHd\krasny_gorbyl.png,fishing,png,33751,300,200,0a481863c0795d14bede05565c010f3a85bd7e3cb5c2b2d7ae318aa8827e9fa6,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fishHd\krasny_gorbyl.png
fishing\fishHd\krugly_trahinot.png,fishing,png,38297,300,200,0828f888a712fa323eb90a532a71acab2e033e170f40864c42b572ee9c9bca38,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fishHd\krugly_trahinot.png
fishing\fishHd\marlin.png,fishing,png,43825,415,250,35f603546c448f7bff545ef95130c2436cef8369425b6d3ac9a7382715d3da7d,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fishHd\marlin.png
fishing\fishHd\obyknovennaya_shchuka.png,fishing,png,70102,415,250,137fb4417802ace114dbb9cb7a1796a9027ef71b401554d4722d52527026dfa9,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fishHd\obyknovennaya_shchuka.png
fishing\fishHd\polosaty_lavrak.png,fishing,png,40801,300,200,666974017871290148204178f3f22ede4f69c5611509c5a2ad8e209a7d563dbe,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fishHd\polosaty_lavrak.png
fishing\fishHd\pribrezhny_bass.png,fishing,png,41174,300,200,6a33be89e779e1b1aaae02d0ae76e5c8cddf3cca18e7a07dadf3bb55bf210a07,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fishHd\pribrezhny_bass.png
fishing\fishHd\raduzhnaya_forel.png,fishing,png,48362,415,250,404278c40bca48dab0f380bf74974a02a1276a837976c36aeefad05485296848,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fishHd\raduzhnaya_forel.png
fishing\fishHd\rechnoy_okun.png,fishing,png,55421,415,250,0511ba88e657a4e316abb81369dfb73f43a0f5576c0926d3e5655209472091a6,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fishHd\rechnoy_okun.png
fishing\fishHd\roach_plotva.png,fishing,png,36872,300,200,7f33a88c3f3ce6308ae07ecce109c8d5a945cd087ab8bf731fb674b8677ba6ad,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fishHd\roach_plotva.png
fishing\fishHd\roach_vobla.png,fishing,png,48972,300,200,0a013299d29b889d25839792682d2c61af5088ef3b396e3c5d3bc1df0a470e62,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fishHd\roach_vobla.png
fishing\fishHd\rudd_krasnoperka.png,fishing,png,40973,300,200,e8f65e47ad44efc5b6eb1af159f18935068037646e614ae8a320fa5f176ecae0,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fishHd\rudd_krasnoperka.png
fishing\fishHd\ruster.png,fishing,png,52584,415,250,31aafa9b61a3b64df4a7ddcdba7a9a5973ca5f22a47ecc96a1e379e658d718d4,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fishHd\ruster.png
fishing\fishHd\sazan.png,fishing,png,43244,300,200,0daa538bd6563d632959e09d4bd6ee3c373104ae0ffc34ae6f39e29469884ff2,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fishHd\sazan.png
fishing\fishHd\serebryany_karas.png,fishing,png,45263,300,200,f6bc700d0a66c0dea2c701d20ac8d5510923ae1aab3522eb886d73f18b1a9aae,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fishHd\serebryany_karas.png
fishing\fishHd\seriola.png,fishing,png,54574,415,250,2d644cc3f913954e1e6f925617b608b9b3e56d91fcdc6f3e98c6d4ea39a96134,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fishHd\seriola.png
fishing\fishHd\som_obyknovennyy.png,fishing,png,33209,300,200,225b9b80956eb3b7872d4026153fa3b02fa41f50408642b391944cc63ad221e5,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fishHd\som_obyknovennyy.png
fishing\fishHd\steelhead_salmon.png,fishing,png,73333,415,250,88ba9f7429b23e9fdf93253d3b5b479afe464d41840c6acbe62bb510871985e4,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fishHd\steelhead_salmon.png
fishing\fishHd\sterlet.png,fishing,png,21389,300,200,41ccf09bd9da319cc31fc70d0629629fd386fe120ad48e513037e900b67b73ae,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fishHd\sterlet.png
fishing\fishHd\sudak_obyknovennyy.png,fishing,png,35309,300,200,e323aa7671bb32a7c968a0af5467cd895ab521c413411b3e75166060aa1c4e9b,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fishHd\sudak_obyknovennyy.png
fishing\fishHd\tarpon.png,fishing,png,47822,415,250,892854e768d20feb58fedbe5203209994bd389a99e280335cb68fa902c6b2cd9,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fishHd\tarpon.png
fishing\fishHd\temny_gorbyl.png,fishing,png,36294,300,200,49f2eeb8e62b47f041cfde41dba572e197884166fac8462c6fd37a5cafcca5af,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fishHd\temny_gorbyl.png
fishing\fishHd\toksichny_okun.png,fishing,png,46027,300,200,176052b46320280855fff10713d107fe5a0fdf4ca4085bc00a74ba09b8bc0d8c,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fishHd\toksichny_okun.png
fishing\fishHd\zerkalny_karp.png,fishing,png,40194,300,200,4bed96723fdb8c654acaa228d066ab9c97f7ecae029f554eb024f07bb671862f,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fishHd\zerkalny_karp.png
fishing\fishHd\zhereh.png,fishing,png,29475,300,200,1c2d67c37a890ac277570b90d279cac1aa1f8041600fe268842b401b3251e7c0,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\fishHd\zhereh.png
fishing\garbage\bag.png,fishing,png,14490,53,90,b060558cb8470ea322cf61a4230c159b8daa1cba70288966ca6d44d3cbd57c34,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\garbage\bag.png
fishing\garbage\bag2k.png,fishing,png,24948,73,117,01e3f3245114755fd8e3533fce26bc53a75b806da40744b67a9b77a40b21b44d,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\garbage\bag2k.png
fishing\garbage\corn.png,fishing,png,9082,38,72,08f7272765900b63008ff779509d2aead3adc49e164d314d10c92adc8153c904,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\garbage\corn.png
fishing\garbage\corn2k.png,fishing,png,15671,50,94,91e2d8eff441a1adff0593f013045165b280a39fe3dc2ac7dd68a22b47fcd76f,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\garbage\corn2k.png
fishing\garbage\eject.png,fishing,png,1088,77,14,2c5dba6227153a0d6b46ea78769e5246a9b75c4fcb1277b9ec84f8a9fa4a8045,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\garbage\eject.png
fishing\garbage\eject2k.png,fishing,png,1408,98,17,8286bcba60d17d2293a0b3fd5688d926d0cd6defc2a5db1f13ac9505755fb529,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\garbage\eject2k.png
fishing\garbage\pack.png,fishing,png,1727,23,40,617f44d1d6c5bb7493cd760346dd41aab058cdc62d007224ee052ef83e34e501,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\garbage\pack.png
fishing\garbage\pack2k.png,fishing,png,2577,29,50,fc8b8d9c5a3f16476a59a3062bd108b891d6a3fb1263063496038808dc135bc2,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\garbage\pack2k.png
fishing\meal\100%.png,fishing,png,654,29,15,3dc9db8848b008de4ef0431607cfd35a37686cc8d1ae096dd6b74aebe3195644,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\meal\100%.png
fishing\meal\100%_2k.png,fishing,png,865,33,16,2d200caad4a9e8c02476c5a3ea81bb9774789689f2ed878502500b28cc149813,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\meal\100%_2k.png
fishing\meal\cocktail.png,fishing,png,1701,14,34,827ede7c11062a5a91486c2c8dd3a594fcaf43721d6a0dbbbd9b10d173c034e9,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\meal\cocktail.png
fishing\meal\cocktail2k.png,fishing,png,2718,18,45,6c4af32a288328fa799c2b4fc530d3514433e96f6a284de93ce9f87065731997,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\meal\cocktail2k.png
fishing\meal\donut.png,fishing,png,2759,38,27,a0b2b40199cd07dc0db0a162a4fff377f7ccbdebe1aac5dcf1e68edc758a4ad4,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\meal\donut.png
fishing\meal\donut2k.png,fishing,png,4743,49,37,94d0e82dc657fb879fcc3a8804235697b39a16c345963ac46388b8bd7236b520,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\meal\donut2k.png
fishing\meal\irp.png,fishing,png,7895,43,61,e5894522278f43b2236cd392363c1b9f67d51b3b4d5c57f2012e4fa07c8764c2,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\meal\irp.png
fishing\meal\irp2k.png,fishing,png,14046,59,83,1cf67be3307789c7bca9a4740067c167b61df5be18b1f92c52dd84669027df07,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\meal\irp2k.png
fishing\meal\use.png,fishing,png,1217,100,11,895cbc26f38f742563ff065f2d1282c627c86b716dd2f5977baba1038340d3ad,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\meal\use.png
fishing\meal\use2k.png,fishing,png,1605,126,16,6efb1f14b3269adbf3e80a89208b18a35e4f239c3949b38b42dccac06fc7f8f5,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\meal\use2k.png
fishing\triger\AD.png,fishing,png,993,58,28,054413586bcf4f102586b4cdc54b6154428a1c4a57257f3442a13554976b6793,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\triger\AD.png
fishing\triger\AD_2k.png,fishing,png,1264,77,36,8b261266b3c2e35c8beba7c0e8dd8beb8e8ff71a7d6109a7e8eb36fcc1637d12,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\triger\AD_2k.png
fishing\triger\advantage.png,fishing,png,618,27,25,481ddcd13c6fb5f2afa637878bd1e3471069b19f48027e2c90a7a38f6a6ac821,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\triger\advantage.png
fishing\triger\advantage2k.png,fishing,png,697,34,34,d90e335425a8bea7f4c410b6d7c8e5079564c5462a627fa46dc021045667c621,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\triger\advantage2k.png
fishing\triger\boat.png,fishing,png,320,30,16,6a31c5219d7c262ee63b5bab5c52df22969a7066dfdb7e5245ffc638734cfef9,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\triger\boat.png
fishing\triger\boat2k.png,fishing,png,403,45,25,3d814ed0ee987f2443efd6d4fef1064c6e92774ab6e76de7cab824c12a66b011,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\triger\boat2k.png
fishing\triger\bubles.png,fishing,png,411,21,33,032ba14f8e741287803be5e368ef3d57ca4671aaf48d14134b6597020cf433e6,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\triger\bubles.png
fishing\triger\bubles_2k.png,fishing,png,563,22,44,5c97409494d5dbf63e2670124c991d320f0e9bc6788cc4713ba0ffb81f949d40,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\triger\bubles_2k.png
fishing\triger\change_boat.png,fishing,png,441,49,24,5d591dd5f4e0eceb5f0ae14a8ebb610a2034a3f5f28d4be9bf61591f7dd57f7c,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\triger\change_boat.png
fishing\triger\change_boat2k.png,fishing,png,541,62,34,9491c3cb6ca11232c34d790c07144fb9bc03dd27acb02f116510d0e2d0f58b21,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\triger\change_boat2k.png
fishing\triger\changeBait.png,fishing,png,2195,177,11,2b71a9e91ab58ff5a3962d924e22e81619eade3bbc1f91273ca6fe4d836ad4bf,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\triger\changeBait.png
fishing\triger\changed_Bait2k.png,fishing,png,3929,227,12,b1cd18c43cc325ee63d882160d90ed4c5c69ca3657424c4118f6cdd07a906269,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\triger\changed_Bait2k.png
fishing\triger\gear.png,fishing,png,4088,211,10,a5d5ed419b3fb4394004a8236e37ca668a16348af7e27a817d34a3e429c9bce4,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\triger\gear.png
fishing\triger\gear_2k.png,fishing,png,5740,272,14,076f707cd00af074e6909748a028800cf20a0c99a4b698ac6c79cec1870ffb48,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\triger\gear_2k.png
fishing\triger\human.png,fishing,png,339,15,32,030bca8215b8afd02236b6fb992ea176c3aab78a91f3bcfca78379e7e0489daf,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\triger\human.png
fishing\triger\human2k.png,fishing,png,412,19,43,bbb66d175e0117c86788e2bbcb9fd0efb0e3114795044baa23ba71b77e947dc7,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\triger\human2k.png
fishing\triger\hunger.png,fishing,png,572,29,29,1a9eff520f4b40bbbaabc61d9aff3c5ab72a3baa7a839ed6604be30dd883da20,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\triger\hunger.png
fishing\triger\hunger2k.png,fishing,png,593,39,33,f6a2f67dded3df61ccb4ba584e2ead02d51ba7e169dc1640190cad70e5c081f5,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\triger\hunger2k.png
fishing\triger\pereves.png,fishing,png,2389,233,12,afa9430dfcb885dee54a4dd3aff54ce2b7335799078ecf894baa20e463eb9935,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\triger\pereves.png
fishing\triger\pereves2k.png,fishing,png,3193,306,13,77bd67bd4345294cc187423407f9ac0c7f72efc6a0d814956887753ee9b3bd0b,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\triger\pereves2k.png
fishing\triger\red.png,fishing,png,147,77,5,17ff0da89da44f717856ce7eed7018ecae14bf1a320fe07ed68c4f43d597e20c,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\triger\red.png
fishing\triger\red_2k.png,fishing,png,158,110,7,7672c08bca10489630a8eaf528f8bd70f8413562ae56f1b817778e1b28946fdd,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\triger\red_2k.png
fishing\triger\start.png,fishing,png,3182,348,12,348dd133e322510bf0c7e3e76d90442f17a8cee82512c388f4928ef65646cdb8,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\triger\start.png
fishing\triger\start1.png,fishing,png,3080,355,11,d633f45ee31ebedef1e1a47de1d9f1ec1f5435e12f75bd45b11a295beb404103,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\triger\start1.png
fishing\triger\start1_2k.png,fishing,png,4133,478,18,917c6acf8a94b4e7fc7fbbe915e2c4681d680a32fa8b9456b53a6449d00e4132,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\triger\start1_2k.png
fishing\triger\start2.png,fishing,png,3006,337,12,5eb99c9c49fcd2d80541b05afeb017e3a7c33b0274cec40f86f4048890622d4c,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\triger\start2.png
fishing\triger\start2_2k.png,fishing,png,3861,444,16,6c5880bf1b38ee5b2bc05bf8e0e41c3e6d118a2fb923f366a22118b416c5e2f0,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\triger\start2_2k.png
fishing\triger\start2k.png,fishing,png,4174,463,17,92f88607bcac661822824871562698259276450d97584ae36a0ff79e97bbfb82,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\triger\start2k.png
fishing\triger\thirst.png,fishing,png,726,28,29,bf69da4a6377bd6659c9525c495914a345d5edd4a79b27a2913111f82f5975e7,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\triger\thirst.png
fishing\triger\thirst2k.png,fishing,png,552,37,37,767b7abb6a7c260a963dc04e2e11fa0b7e411e5160ca4efc0a833c4888cde282,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\fishing\triger\thirst2k.png
icon.ico,icon.ico,ico,67226,,,534ea9b344ce90a2ba6f48c169459cf778d265c81c97d52ee38f2041e45ac5c9,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\icon.ico
icon.jpeg,icon.jpeg,jpeg,273711,,,937f4ac05f7e1eb3eca756a54428c5deebd4c633741f033e0e3e5bd2ab0e222e,P:\projects\Majestic\Sonar\01_reverse_engineering\kortexworker.exe_extracted_noskip\resources\icon.jpeg
